Power units = 0.125W
Energy units = 0.00006104J
Time units = 0.00097656s

Package , CPU , GPU , DRAM? , Time (sec) 
../c/fannkuch-redux/ ; 374.686096191406250000, 291.455932617187500000,  ,  ,  166965 
../c/fannkuch-redux/ ; 370.257751464843750000, 287.866882324218750000,  ,  ,  164336 
../c/fannkuch-redux/ ; 360.305419921875000000, 283.777709960937500000,  ,  ,  160414 
../c/fannkuch-redux/ ; 356.802246093750000000, 281.586547851562500000,  ,  ,  159211 
../c/fannkuch-redux/ ; 360.545837402343750000, 282.561828613281250000,  ,  ,  162600 
../c/fannkuch-redux/ ; 368.459167480468750000, 290.270080566406250000,  ,  ,  162311 
../c/fannkuch-redux/ ; 358.059814453125000000, 281.879516601562500000,  ,  ,  159793 
../c/fannkuch-redux/ ; 373.119750976562500000, 291.328369140625000000,  ,  ,  163369 
../c/fannkuch-redux/ ; 361.274414062500000000, 285.292114257812500000,  ,  ,  159982 
../c/fannkuch-redux/ ; 367.790405273437500000, 288.815551757812500000,  ,  ,  162374 
