Power units = 0.125W
Energy units = 0.00006104J
Time units = 0.00097656s

Package , CPU , GPU , DRAM? , Time (sec) 
../c/binary-trees/ ; 23.352722167968750000, 14.551086425781250000,  ,  ,  14937.5 
../c/binary-trees/ ; 21.318542480468750000, 13.061706542968750000,  ,  ,  14997 
../c/binary-trees/ ; 21.256408691406250000, 13.083801269531250000,  ,  ,  14988 
../c/binary-trees/ ; 21.878173828125000000, 13.619812011718750000,  ,  ,  14285.7 
../c/binary-trees/ ; 19.382446289062500000, 12.569824218750000000,  ,  ,  12632.9 
../c/binary-trees/ ; 20.387939453125000000, 13.364318847656250000,  ,  ,  12738.1 
../c/binary-trees/ ; 28.014282226562500000, 17.055358886718750000,  ,  ,  16012.9 
../c/binary-trees/ ; 49.012207031250000000, 32.400085449218750000,  ,  ,  21438.8 
../c/binary-trees/ ; 40.724914550781250000, 27.334960937500000000,  ,  ,  19394 
../c/binary-trees/ ; 22.233093261718750000, 14.080566406250000000,  ,  ,  14674 
